,product_id,product_url,title,src,img_file
2085,mwolv335,https://comics.panini.it/store/pub_ita_it/mwolv335-it-wolverine-wolverine-n-335.html,Wolverine     9,https://comics.panini.it/store/media/catalog/product/cache/80/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/M/W/MWOLV335_0.jpg,img_mwolv335.jpg
2086,mgrev005isbnr2,https://comics.panini.it/store/pub_ita_it/mgrev005isbnr2-it-grandi-eventi-marvel-i-grandi-eventi-marvel-world-war-hul.html,World War Hulk  ,https://comics.panini.it/store/media/catalog/product/cache/80/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/M/G/MGREV005ISBNR2_0.jpg,img_mgrev005isbnr2.jpg
2087,mmacu008,https://comics.panini.it/store/pub_ita_it/mmacu008-it-marvel-cult-spider-gwen-7.html,Spider-Gwen     7,https://comics.panini.it/store/media/catalog/product/cache/80/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/M/M/MMACU008_0.jpg,img_mmacu008.jpg
2088,mxsta026isbn,https://comics.panini.it/store/pub_ita_it/mxsta026isbn-it-marvel-x-statix-marvel-x-statix-spider-man-la-saga-del.html,Spider-Man – La saga del clone     7,https://comics.panini.it/store/media/catalog/product/cache/80/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/M/X/MXSTA026ISBN_0.jpg,img_mxsta026isbn.jpg
2089,mgrev007isbnr,https://comics.panini.it/store/pub_ita_it/mgrev007isbnr-it-grandi-eventi-marvel-i-grandi-eventi-marvel-dark-reign.html,Dark Reign – Regno Oscuro  ,https://comics.panini.it/store/media/catalog/product/cache/80/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/M/G/MGREV007ISBNR_0.jpg,img_mgrev007isbnr.jpg
2090,msmco003isbn,https://comics.panini.it/store/pub_ita_it/msmco003isbn-it-spider-man-collection-spider-man-collection-n-3.html,Spider-Man Collection     3,https://comics.panini.it/store/media/catalog/product/cache/80/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/M/S/MSMCO003ISBN_0.jpg,img_msmco003isbn.jpg
2091,maves067,https://comics.panini.it/store/pub_ita_it/maves067-it-marvel-the-avengers-marvel-the-avengers-n-67.html,I Nuovissimi Avengers     18,https://comics.panini.it/store/media/catalog/product/cache/80/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/M/A/MAVES067_0.jpg,img_maves067.jpg
2092,mmmin177isbn,https://comics.panini.it/store/pub_ita_it/mmmin177isbn-it-marvel-miniserie-marvel-miniserie-civil-war-ii-2-edizion.html,Civil War II     2,https://comics.panini.it/store/media/catalog/product/cache/80/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/M/M/MMMIN177ISBN_0.jpg,img_mmmin177isbn.jpg
2093,mmmf4008isbn,https://comics.panini.it/store/pub_ita_it/mmmf4008isbn-it-marvel-masterworks-f4-marvel-masterworks-fantastici-quat.html,I Fantastici Quattro     8,https://comics.panini.it/store/media/catalog/product/cache/80/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/M/M/MMMF4008ISBN_0.jpg,img_mmmf4008isbn.jpg
2094,mmmin177,https://comics.panini.it/store/pub_ita_it/mmmin177-it-marvel-miniserie-civil-war-ii-2-cwii.html,Civil War II     2,https://comics.panini.it/store/media/catalog/product/cache/80/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/M/M/MMMIN177_0.jpg,img_mmmin177.jpg
2095,mamaz085,https://comics.panini.it/store/pub_ita_it/mamaz085-it-amazing-spider-man-amazing-spider-man-n-85.html,Amazing Spider-Man     18,https://comics.panini.it/store/media/catalog/product/cache/80/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/M/A/MAMAZ085_0.jpg,img_mamaz085.jpg
2096,mnowg007isbn,https://comics.panini.it/store/pub_ita_it/mnowg007isbn-it-marvel-super-sized-collection-marvel-super-sized-collectio.html,X-Men – Legione     1,https://comics.panini.it/store/media/catalog/product/cache/80/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/M/N/MNOWG007ISBN_0.jpg,img_mnowg007isbn.jpg
2097,mwodx002isbn,https://comics.panini.it/store/pub_ita_it/mwodx002isbn-it-death-of-wolverine-death-of-wolverine.html,La morte di Wolverine  ,https://comics.panini.it/store/media/catalog/product/cache/80/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/M/W/MWODX002ISBN_0.jpg,img_mwodx002isbn.jpg
2098,mdead077,https://comics.panini.it/store/pub_ita_it/mdead077-it-deadpool-deadpool-n-77.html,Deadpool     18,https://comics.panini.it/store/media/catalog/product/cache/80/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/M/D/MDEAD077_0.jpg,img_mdead077.jpg
2099,mnexm043,https://comics.panini.it/store/pub_ita_it/mnexm043-it-all-new-x-men-all-new-x-men-n-43.html,I Nuovissimi X-Men     8,https://comics.panini.it/store/media/catalog/product/cache/80/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/M/N/MNEXM043_0.jpg,img_mnexm043.jpg
2100,mdead062isbn,https://comics.panini.it/store/pub_ita_it/mdead062isbn-it-deadpool-deadpool-3-ristampa.html,Deadpool     3,https://comics.panini.it/store/media/catalog/product/cache/80/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/M/D/MDEAD062ISBN_0.jpg,img_mdead062isbn.jpg
2101,mguga049,https://comics.panini.it/store/pub_ita_it/mguga049-it-guardians-of-the-galaxy-guardians-of-the-galaxy-n-49.html,Guardiani della Galassia     17,https://comics.panini.it/store/media/catalog/product/cache/80/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/M/G/MGUGA049_0.jpg,img_mguga049.jpg
2102,mrrsl024,https://comics.panini.it/store/pub_ita_it/mrrsl024-it-rocket-raccoon-e-il-leggendari-rocket-raccoon-e-il-legg-n.html,Guardiani della Galassia presenta     9,https://comics.panini.it/store/media/catalog/product/cache/80/small_image/200x/9df78eab33525d08d6e5fb8d27136e95/M/R/MRRSL024_0.jpg,img_mrrsl024.jpg
