publisher,product_url,Title,id_animeclick,N_volume,product_id,n_reprint,price_full,price_actual,release_date,release_date_giorno,release_date_mese,release_date_anno,author,Disegnatore,pages,size,contents,binding,colors,isbn,genere,description,img_file,details_volume
Panini Comics,https://comics.panini.it/store/pub_ita_it/mpada035-it-dart-fener-1-darth-vader-n-35.html,Darth Vader,darthvader,35,mpada035,,3.2,3.04,28/06/2018,28,6,2018,"Giuseppe Camuncoli, Kev Walker, Kieron Gillen, Charles Soule",,48,17x26,"Darth Vader (2017) #7, Doctor Aphra #11",Spillato,Colori,,fantascienza,Darth Vader prende la guida degli Inquisitori e si mette a caccia di uno dei più pericolosi Jedi sopravvissuti alla purga Imperiale. E poi cosa succede quando un droide assassino posseduto da uno Jedi malvagio si scatena? Chiedetelo ad Aphra!,img_mpada035,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstws036-it-star-wars-star-wars-n-36.html,Star Wars,starwars,36,mstws036,,3.2,3.04,14/06/2018,14,6,2018,"Jason Aaron, Phil Noto, Salvador Larroca, Charles Soule",,48,17x26,"Star Wars #35, Poe Dameron #12",Spillato,Colori,,fantascienza,Han e Chewbacca fanno un ritorno alle origini contrabbandando… per un Hutt?! E poi Poe e C3-PO sono stati costretti a un atterraggio d’emergenza dalle forze che fanno capo a Terex. Riuscirà il miglior pilota della galassia a sopravvivere senza una nave?,img_mstws036,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstwa068isbn-it-100-cc-star-wars-100-cc-star-wars-tales-of-the-jedi-2.html,Star Wars Collection: Cronache degli Jedi,starwarscollectioncronachedeglijedi,2,mstwa068isbn,,13.0,12.35,07/06/2018,7,6,2018,"Dario Carrasco, Kevin Anderson",,128,17x26,Star Wars: Tales of the Jedi - The fall of the Sith Empire #1/5,Brossurato,Colori,9788891239587.0,fantascienza,"L’Impero Sith ha chiamato a raccolta tutte le sue forze per la battaglia per il controllo della galassia con l’obiettivo di distruggere la Repubblica. Mentre Naga Sadow appronta la sua flotta per l’attacco, Jori Daragon, sfuggita al suo controllo minaccia di distruggerli. Lei, non uno Jedi, potrebbe essere la salvatrice della Repubblica. Il secondo volume, dei sei totali, della ristampa del passato remoto della saga di Star Wars!",img_mstwa068isbn,La caduta dell'impero dei Sith
Panini Comics,https://comics.panini.it/store/pub_ita_it/mpada034-it-dart-fener-1-darth-vader-n-34.html,Darth Vader,darthvader,34,mpada034,,3.2,3.04,24/05/2018,24,5,2018,"Giuseppe Camuncoli, Kev Walker, Kieron Gillen, Charles Soule",,48,17x26,"Darth Vader (2017) #6, Doctor Aphra #10",Spillato,Colori,,fantascienza,"Non c’è riposo per Darth Vader! Dopo aver sconfitto uno Jedi ed essersi costruito la sua spada laser ora deve vedersela contro… il Grande Inquisitore! In più, Aphra continua a proporre al miglior offerente fra i peggiori criminali accorsi il manufatto Jedi che è nelle sue mani.",img_mpada034,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstws035-it-star-wars-star-wars-n-35.html,Star Wars,starwars,35,mstws035,,3.2,3.04,10/05/2018,10,5,2018,"Jason Aaron, Phil Noto, Salvador Larroca, Charles Soule",,48,17x26,"Star Wars #34, Poe Dameron #11",Spillato,Colori,,fantascienza,"Sana e Lando uniscono le forze e si recano a Coruscant dove hanno in programma un colpo perfettamente orchestrato per entrare in possesso di molti crediti. In più, Poe e C3-PO sono inseguiti sia dal Primo Ordine, sia dagli sgherri di Terex!",img_mstws035,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mpada033-it-dart-fener-1-darth-vader-n-33.html,Darth Vader,darthvader,33,mpada033,,3.2,3.04,28/04/2018,28,4,2018,"Giuseppe Camuncoli, Kev Walker, Kieron Gillen, Charles Soule",,48,17x26,"Darth Vader (2017) #5, Doctor Aphra #9",Spillato,Colori,,fantascienza,"Corrompere al lato oscuro il cristallo kyber che stava nella spada di uno Jedi potrebbe essere una cosa più difficile del previsto per Darth Vader. E poi, il nuovo piano di Aphra per guadagnare un’enormità. Ma comporta circondarsi dei peggiori ceffi della galassia!",img_mpada033,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstwa067isbn-it-100-cc-star-wars-100-cc-star-wars-darth-vader-e-il-pian.html,Star Wars Legends – Han Solo,starwarslegendshansolo,,mstwa067isbn,,12.0,11.4,19/04/2018,19,4,2018,"Kia Asamiya, AA.VV.",,144,17x26,"Star Wars: Underworld - The Yavin Vassilika #1/5, Star Wars: Tales #11",Brossurato,Colori,9788891237705.0,fantascienza,"Il volume perfetto per celebrare l’uscita al cinema di Solo: A Star Wars Story! È un contrabbandiere, un’adorabile canaglia, è il comandante di una delle più veloci navi della galassia, il Millennium Falcon, assieme all’inseparabile e irascibile wookiee Chewbecca. Ma quando Jabba The Hutt gli affida il compito di recuperare un favoloso artefatto, anche Han Solo si troverà in difficoltà, perché Lando, Boba Fett e altri contrabbandieri e mercenari sono sulle sue tracce!",img_mstwa067isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstws034-it-star-wars-star-wars-n-34.html,Star Wars,starwars,34,mstws034,,3.2,3.04,12/04/2018,12,4,2018,"Jason Aaron, Phil Noto, Salvador Larroca, Charles Soule",,48,17x26,"Star Wars #33, Poe Dameron #10",Spillato,Colori,,fantascienza,"Scappando dall’Impero, Luke e Leia fanno un atterraggio d’emergenza su un mondo marino con un’unica isola. Ma se vogliono sopravvivere, si dovranno nascondere ai caccia TIE imperiali che li stanno cercando. In più, la missione sotto copertura di Poe e 3-PO arriva a una brusca fine!",img_mstws034,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mwarh002isbn-it-warhammer-40k-warhammer-40k-will-of-iron-vol-2-libro-isbn.html,Warhammer 40.000,warhammer40000,2,mwarh002isbn,,13.0,12.35,22/03/2018,22,3,2018,"George Mann, Tazio Bettin",,112,17x26,"Warhammer 40,000 #5/8",Brossurato,Colori,9788891237019.0,fantascienza,"Le emozioni e il fascino di Warhammer trasportate in un appassionante fumetto! Dopo Exyrion, l’attenzione dei Dark Angels si sposta sul pianeta Quintus, dove c’è uno dei più grandi segreti dell’universo. Non sono gli unici, però: spinta da una visione, anche l’Inquisitrice Sabbathiel e i suoi uomini stanno per raggiungere questo astro celeste!",img_mwarh002isbn,Rivelazioni
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstwc017isbn-it-star-wars-collection-star-war-star-wars-movie-adaptation.html,Star Wars: La vendetta dei Sith,starwarslavendettadeisith,,mstwc017isbn,,12.0,11.4,22/03/2018,22,3,2018,"Miles Lane, Douglas Wheatley",,104,17x26,Star Wars: Revenge of the Sith #1/4,Cartonato,Colori,9788891234285.0,fantascienza,"Le Guerre dei cloni impazzano e quando lo spaventoso Generale Grievous si fa strada nella capitale della Repubblica e rapisce il Cancelliere Palpatine, Obi-Wan Kenobi e Anakin Skywalker sono incaricati della disperata missione di salvataggio e il fato di un giovane Jedi sarà per sempre segnato! Duelli con la spada laser, battaglie stellari ed eserciti che si fronteggiano in un racconto di sacrificio, tradimento e perdita.",img_mstwc017isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstwc024isbn-it-star-wars-collection-star-war-star-wars-collection-star.html,Star Wars,starwars,6,mstwc024isbn,,14.0,13.3,22/03/2018,22,3,2018,"Jason Aaron, Michael Walsh, Jason Latour, Salvador Larroca",,152,17x26,"Star Wars #33/37, Annual #3",Cartonato,Colori,9788891237064.0,fantascienza,"Una serie di avventure in solitaria per celebrare gli eroi ribelli e la fine dello straordinario ciclo narrativo firmato da Jason Aaron! Luke e Leia soli su un pianeta colmo di Imperiali, Sana e Lando su Coruscant per alcune operazioni poco lecite e Han e Chewie tornano a contrabbandare per un Hutt! E poi la missione di R2-D2 per liberare C-3PO dalla prigionia imperiale!",img_mstwc024isbn,Tra le stelle
Panini Comics,https://comics.panini.it/store/pub_ita_it/mpada032-it-dart-fener-1-darth-vader-n-32.html,Darth Vader,darthvader,32,mpada032,,3.2,3.04,22/03/2018,22,3,2018,"Giuseppe Camuncoli, Kieron Gillen, Andrea Broccardo, Charles Soule",,48,17x26,"Darth Vader (2017) #4, Doctor Aphra #8",Spillato,Colori,,fantascienza,La prima missione di Vader come Sith non sta procedendo bene. È stato sconfitto dal Maestro Jedi che era andato ad affrontare e dato per morto. Ma il lato oscuro è potente in questo Sith! In più l’incredibile conclusione del crossover La cittadella urlante!,img_mpada032,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mtrlz002isbn-it-ctrl-z-ctrl-z-saturation-libro-isbn.html,Ctrl-Z: Saturation,ctrlzsaturation,,mtrlz002isbn,,14.0,13.3,15/03/2018,15,3,2018,Alessandra “Alyah” Patanè,,128,17x26,Ctrl-Z Saturation,Cartonato,Colori,9788891237309.0,fantascienza,"Cosa fareste se ci fosse un’app in grado di resettare la vostra ultima azione? Hugo Viennese, il protagonista di CTRL-Z, è convinto di aver carpito tutti i segreti di Change, la misteriosa applicazione per cellulare che gli ha cambiato la vita nel primo volume della saga creata dalla vulcanica Alessandra “Alyah” Patanè. Ma la realtà sa sempre sorprenderti, anche quando la tecnologia gioca nella tua squadra…",img_mtrlz002isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstwc023isbn-it-star-wars-collection-star-war-star-wars-collection-poe-d.html,Star Wars – La Cittadella Urlante,starwarslacittadellaurlante,,mstwc023isbn,,13.0,12.35,15/03/2018,15,3,2018,"Jason Aaron, Marco Checchetto, Kieron Gillen, Andrea Broccardo, Salvador Larroca",,128,17x26,"The Screaming Citadel, Star Wars #31-32, Doctor Aphra #7-8",Cartonato,Colori,9788891237033.0,fantascienza,"Alla ricerca di qualcuno che possa attivare la coscienza di un antico Jedi, Luke Skywalker si unisce alla Dottoressa Aphra in un’avventura che li porterà nel cuore della famigerata Cittadella urlante. Ma la Regina del pianeta è un essere potente e infido e il pilota ribelle e l’archeologa presto avranno bisogno dell’aiuto di Han e Leia per uscirne vivi!",img_mstwc023isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstwc018isbn-it-star-wars-collection-star-war-star-wars-collection-verso.html,Star Wars: Han Solo,starwarshansolo,,mstwc018isbn,,13.0,12.35,15/03/2018,15,3,2018,"Marjorie Liu, Mark Brooks",,120,17x26,Star Wars: Han Solo #1/5,Cartonato,Colori,9788891237040.0,fantascienza,Prima dell’uscita al cinema di Han Solo ecco un avventura in solitaria della canaglia più amata della galassia. A Han è stata affidata da Leia una missione top-secret: recuperare diversi informatori e spie della ribellione! E la sua copertura? Partecipare a bordo del Millennium Falcon alla più famosa e pericolosa corsa di navi spaziali della galassia: il Vuoto del Dragone. Ma un traditore fra le file dell’Alleanza Ribelle potrebbe mandare tutto in fumo!,img_mstwc018isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstwb002isbn-it-star-wars-collection-brossura-doctor-aphra-vol-1-aphra.html,Star Wars – Dottoressa Aphra,starwarsdottoressaaphra,,mstwb002isbn,,13.0,12.35,15/03/2018,15,3,2018,"Kev Walker, Kieron Gillen, Salvador Larroca",,144,17x26,Star Wars: Doctor Aphra #1/6,Brossurato,Colori,9788891237026.0,fantascienza,"Dopo essere sfuggita alle grinfie di Darth Vader, la Dottoressa Aphra è tornata a ciò che sa fare meglio: razziare reperti rari e venderli per profitto! In compagnia dei droidi assassini 0-0-0 e BT-1, Aphra è sulle tracce di un’antica fazione separazionista degli Jedi!",img_mstwb002isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstws033-it-star-wars-star-wars-n-33.html,Star Wars,starwars,33,mstws033,,3.2,3.04,08/03/2018,8,3,2018,"Jason Aaron, Phil Noto, Salvador Larroca, Charles Soule",,48,17x26,"Star Wars #32, Poe Dameron #9",Spillato,Colori,,fantascienza,Nella quarta parte del crossover La cittadella urlante l’influenza della Regina della Cittadella si sta propagando e l’unica speranza sono i nostri eroi. Mentre Poe inizia in compagnia di C-3PO la sua missione segreta affidatagli dal Generale Organa.,img_mstws033,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstwc016isbn-it-star-wars-collection-star-war-star-wars-movie-adaptation.html,Star Wars: L'Attacco dei Cloni,starwarslattaccodeicloni,,mstwc016isbn,,14.0,13.3,08/03/2018,8,3,2018,"Jan Duursema, Henry Gilroy",,152,17x26,Star Wars: Attack of the Clones #1/4,Cartonato,Colori,9788891234278.0,fantascienza,La Repubblica è sotto scacco: migliaia di sistemi solari si stanno schierando con il movimento separatista del Conte Dooku. I pochi Jedi rimasti faticano a mantenere l’ordine e la pace nella galassia. Un attentato alla vita della senatrice Padmé Amidala mobilita Obi-Wan Kenobi e il suo Padawan Anakin Skywalker. Ma un’antica minaccia trama nell’ombra…,img_mstwc016isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mtraf005isbn-it-transformers-transformers-n-5.html,Transformers,transformers,5,mtraf005isbn,,9.9,9.41,01/03/2018,1,3,2018,"John Barber, Guido Guidi, James Roberts, AA.VV.",,96,17x26,"Transformers: More Than Meets the Eye Annual 2012, Transformers: Robots in Disguise #8-9",Brossurato,Colori,9788891236739.0,fantascienza,"La Luce Perduta ha finalmente raggiunto Crystal City, la sede del Circolo della Luce, e assistiamo alla rivelazione delle origini dei mitici Cavalieri di Cybertron! A proposito di questo tormentato pianeta, su Cybertron l’attacco dei Dinobot mette in crisi la sempre più scricchiolante coalizione capeggiata da Bumblebee!",img_mtraf005isbn,Dinobot!
Panini Comics,https://comics.panini.it/store/pub_ita_it/mpada031-it-dart-fener-1-darth-vader-n-31.html,Darth Vader,darthvader,31,mpada031,,3.2,3.04,22/02/2018,22,2,2018,"Giuseppe Camuncoli, Kieron Gillen, Andrea Broccardo, Charles Soule",,48,17x26,"Darth Vader (2017) #3, Doctor Aphra #7",Spillato,Colori,,fantascienza,"Darth Vader ha messo gli occhi su uno Jedi che è sopravvissuto all’Ordine 66, uno Jedi più potente di tutti quelli che Vader ha affrontato finora. In più il terzo capitolo del crossover La cittadella urlante in cui Han Solo dovrà vedersela con la malefica Regina del pianeta.",img_mpada031,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstwc015isbn-it-star-wars-collection-star-war-star-wars-movie-adaptation.html,Star Wars: La Minaccia Fantasma,starwarslaminacciafantasma,,mstwc015isbn,,12.0,11.4,22/02/2018,22,2,2018,"Henry Gilroy, Rodolfo Damaggio",,120,17x26,Star Wars: The Phantom Menace #1/4,Cartonato,Colori,9788891234261.0,fantascienza,"Anni prima che Luke Skywalker affronti Dart Fener, due Jedi – Qui-Gon Jinn e Obi-Wan Kenobi – sono stati incaricati di porre fine a un conflitto che sta dividendo la galassia. Ed è qui che scopriranno il “prescelto” destinato a portare l’equilibrio nella Forza, un bambino di nome Anakin Skywalker! Ma i Sith sono in agguato nell’ombra!",img_mstwc015isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstwa066isbn-it-100-cc-star-wars-100-cc-star-wars-tales-of-the-jedi-1.html,Star Wars: Le Cronache degli Jedi,starwarslecronachedeglijedi,1,mstwa066isbn,,14.0,13.3,22/02/2018,22,2,2018,"Dario Carrasco, Kevin Anderson",,144,17x26,Star Wars: Tales of the Jedi - The Golden Age of the Sith #0/5,Brossurato,Colori,9788891236692.0,fantascienza,"Inizia la ristampa completa di una delle serie più amate di Star Wars! Cinque millenni prima della nascita di Luke Skywalker, i Sith prosperavano. Ecco la storia di come il giovane Gav e Jori Daragon portarono due imperi stellari alla guerra, di come Odan-Urr divenne un potente Jedi e di come i sette mondi di Koros furono uniti dalla saggia Imperatrice Teta!",img_mstwa066isbn,L'Età dell'Oro dei Sith
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstwc021isbn-it-star-wars-collection-star-war-star-wars-collection-verso.html,Star Wars,starwars,5,mstwc021isbn,,14.0,13.3,15/02/2018,15,2,2018,"Jason Aaron, Salvador Larroca",,144,17x26,"Star Wars #26/30, Annual #2",Cartonato,Colori,9788891235381.0,fantascienza,"Ritornano i diari del vecchio Ben Kenobi, ma questa volta raccontano un’avventura leggendaria del Maestro Jedi Yoda, ambientata prima de La minaccia fantasma. Richiamato dalla Forza, il Maestro Yoda si ritrova su un misterioso pianeta popolato da… bambini molto speciali e pericolosi! In più un’avventura solitaria con protagonista la Principessa Leia.",img_mstwc021isbn,La guerra segreta di Yoda
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstws032-it-star-wars-star-wars-n-32.html,Star Wars,starwars,32,mstws032,,3.2,3.04,08/02/2018,8,2,2018,"Jason Aaron, Phil Noto, Salvador Larroca, Charles Soule",,48,17x26,"Star Wars #32, Poe Dameron #7",Spillato,Colori,,fantascienza,"Luke e Aphra devono affrontare la Regina della Cittadella mentre Han e Leia accorrono in loro aiuto: la seconda parte del crossover La cittadella urlante. Poe, invece, dovrà capire se c’è un traditore nella sua Squadriglia Nera che avverte delle sue mosse l’Agente Terex.",img_mstws032,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstwc014isbn-it-star-wars-collection-star-war-star-wars-movie-adaptation.html,Star Wars - Il Ritorno Dello Jedi,starwarsilritornodellojedi,,mstwc014isbn,,12.0,11.4,08/02/2018,8,2,2018,"Archie Goodwin, Al Williamson",,112,17x26,Star Wars: Return of the Jedi #1/4,Cartonato,Colori,9788891234315.0,fantascienza,"Lo scontro finale fra l’Alleanza Ribelle e l’Impero! Il fato di Luke Skywalker e di suo padre, Darth Vader. La storia d’amore fra Ian Solo e Leila. La conclusione della Trilogia originale a fumetti in una ricolorata da Chris Sotomayor e con una nuova copertina di Adi Granov.",img_mstwc014isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstwc013isbn-it-star-wars-collection-star-war-star-wars-movie-adaptation.html,Star Wars - L'Impero Colpisce Ancora,starwarslimperocolpisceancora,,mstwc013isbn,,14.0,13.3,25/01/2018,25,1,2018,"Archie Goodwin, Al Williamson",,144,17x26,Star Wars (1977) #39/44,Cartonato,Colori,9788891234308.0,fantascienza,"L’adattamento a fumetti del più amato film della saga di Star Wars in una nuova versione in grande formato ricolorata da Chris Sotomayor con una nuova copertina di Adi Granov. L’Alleanza Ribelle ha di- strutto la Morte Nera, ma l’Impero è pronto alla sua vendetta e Dart Fener alla sua rivincita contro Luke. E poi ancora Ian, Leila, Ciube, i droidi e Lando!",img_mstwc013isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstwc022isbn-it-star-wars-collection-star-war-star-wars-collection-darth.html,Darth Maul,darthmaul,,mstwc022isbn,,13.0,12.35,25/01/2018,25,1,2018,"Luke Ross, Cullen Bunn",,128,17x26,Star Wars: Darth Maul (2017) #1/5,Cartonato,Colori,9788891235374.0,fantascienza,"L’odio, la paura e la rabbia sono stati il suo pane quotidiano, ma ora Darth Maul, l’apprendista di Darth Sidious, è pronto a riversarli nel suo primo incontro con gli Jedi! Darth Maul è sulle tracce di una Padawan catturata da forze sinistre… ma le sue intenzioni sono tutt’altro che buone e il suo Maestro è all’oscuro dei suoi piani!",img_mstwc022isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mpada030-it-dart-fener-1-darth-vader-n-30.html,Darth Vader,darthvader,30,mpada030,,3.2,3.04,25/01/2018,25,1,2018,"Giuseppe Camuncoli, Marco Checchetto, Kieron Gillen, Charles Soule",,56,17x26,"Darth Vader (2017) #2, Star Wars: The Screaming Citadel",Spillato,Colori,,fantascienza,"I primi passi di Darth Vader come Oscuro Signore dei Sith nel nascente Impero Galattico: e Vader deve ancora conquistarsi la sua spada laser! In più la prima parte de La cittadella urlante: il crossover con Star Wars che unisce le vicende di Luke Skywalker, Ian Solo e Leia Organa con quelle della Dottoressa Aphra.",img_mpada030,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mmare008isbn-it-100-cc-mass-effect-redemption-100-cc-mass-effect-androm.html,Mass Effect: Discovery,masseffectdiscovery,,mmare008isbn,,13.0,12.35,19/01/2018,19,1,2018,"Jeremy Barlow, Gabriel Guzman",,104,17x26,Mass Effect: Discovery #1/4,Brossurato,Colori,9788891233707.0,fantascienza,"Una nuova storia dall’universo di Mass Effect, direttamente collegata agli eventi e i personaggi visti in Andromeda, l’ultimo capitolo videoludico della saga. Seguite le vicende di un giovane Turian che va in missione sotto copertura all’interno dell’Iniziativa Andromeda, per scoprire cosa si nasconde dietro questo progetto di colonizzazione spaziale!",img_mmare008isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstwb001isbn-it-star-wars-collection-brossura-star-wars-collection-tpb-p.html,"Star Wars: Poe Dameron
Squadriglia Nera",starwarspoedameronsquadriglianera,,mstwb001isbn,,13.0,12.35,11/01/2018,11,1,2018,"Phil Noto, Charles Soule",,144,17x26,Star Wars: Poe Dameron #1/6,Brossurato,Colori,9788891235367.0,fantascienza,"Poe Dameron è il miglior pilota della galassia e il Generale Leia Organa gli ha affidato una missione vitale per ritrovare Luke Skywalker! Dopo aver assemblato il suo team di piloti, la Squadriglia Nera, Poe dovrà vedersela con il Capitano Terrex del Primo Ordine pronto a mettergli i bastoni fra le ruote.",img_mstwb001isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstwc012isbn-it-star-wars-collection-star-war-star-wars-movie-adaptation.html,Star Wars: Una nuova speranza,starwarsunanuovasperanza,,mstwc012isbn,,12.0,11.4,11/01/2018,11,1,2018,"Roy Thomas, Howard Chaykin",,128,17x26,Star Wars (1977) #1/6,Cartonato,Colori,9788891234292.0,fantascienza,"L’adattamento a fumetti originale del più famoso e amato film di fantascienza di tutti i tempi in una versione ricolorata da Chris Sotomayor con una copertina di Adi Granov, disponibile esclusivamente in edizione deluxe con sovraccoperta poster! I decani della Marvel Roy Thomas e Howard Chaykin ci raccontano le avventure di Luke, Han, Leia e Chewie contro il malvagio Impero di Darth Vader! Una classica storia Marvel per il capostipite della mitica saga di George Lucas!",img_mstwc012isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstws031-it-star-wars-star-wars-n-31.html,Star Wars,starwars,31,mstws031,,3.2,3.04,11/01/2018,11,1,2018,"Kelly Thompson, Emilio Laiso, Chris Eliopoulos",,48,17x26,"Star Wars Annual #2, Poe Dameron #1",Spillato,Colori,,fantascienza,"La Principessa Leia è impegnata in una pericolosa missione segreta che la porta su un pianeta che non vuole essere coinvolto nella guerra contro l’Impero. Riuscirà a risvegliare in loro lo spirito della Ribellione? In più, una storia romantica con protagonista BB-8.",img_mstws031,
Panini Comics,https://comics.panini.it/store/pub_ita_it/masct003isbn-it-assassins-creed-1-la-prova-de-100-panini-comics-assass.html,Assassin's Creed,assassinscreed,3,masct003isbn,,13.0,12.35,21/12/2017,21,12,2017,"Neil Edwards, Anthony Del Col, Conor McCreery",,128,17x26,Assassin’s Creed #11/14,Brossurato,Colori,9788891233691.0,fantascienza,"Terza e conclusiva saga del nuovo ciclo di storie di Assassin’s Creed! Insieme al misterioso gruppo Erudito, Charlotte continua la ricerca di Consus, un membro della Prima Civilizzazione, nei ricordi nascosti nel suo DNA. Destinazione: Firenze del 1516, dove il suo antenato incontrerà un certo assassino di nome Ezio…",img_masct003isbn,Ritorno a casa
Panini Comics,https://comics.panini.it/store/pub_ita_it/mpada029-it-dart-fener-1-darth-vader-1.html,Darth Vader,darthvader,29,mpada029,,3.2,3.04,21/12/2017,21,12,2017,"Giuseppe Camuncoli, Kev Walker, Kieron Gillen, Charles Soule",,56,17x26,"Darth Vader (2017) #1, Doctor Aphra #6",Spillato,Colori,,fantascienza,"Un numero uno imperdibile! Anakin Skywalker è caduto, per mano di Obi-Wan Kenobi e del lato oscuro! A rialzarsi è Darth Vader, il Sith più macchina che uomo! Una serie che ci narrerà i suoi primi passi nel nascente Impero. Nella cittadella dell’Ordu Aspectu, Aphra dovrà sopravvivere a qualcuno che non voleva essere disturbato.",img_mpada029,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstwc020isbn-it-star-wars-collection-star-war-star-wars-collection-rogue.html,Rogue One – A Star Wars story,rogueoneastarwarsstory,,mstwc020isbn,,16.0,15.2,21/12/2017,21,12,2017,Emilio Laiso,,144,17x26,Rogue One: A Star Wars Story #1/6,Cartonato,Colori,9788891233899.0,fantascienza,L’adattamento a fumetti del prequel della Trilogia originale di Star Wars in tempo per l’uscita al cinema di Star Wars: Gli ultimi Jedi! Tutto sembra perso per la galassia quando la Ribellione scopre che l’Impero ha una nuova super-arma capace di distruggere i pianeti: la Morte Nera! Ma forse c’è ancora una speranza quando Jyn Erso e Cassian Andor guidano un gruppo di riluttanti eroi in una missione disperata per rubare i piani di questa letale stazione da battaglia.,img_mstwc020isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstwc012isbnc-it-star-wars-collection-star-war-star-wars-movie-adaptation.html,Cofanetto Star Wars Movie Adaptations,cofanettostarwarsmovieadaptations,,mstwc012isbnc,,75.0,71.25,21/12/2017,21,12,2017,AA. VV.,,,17x26,Star Wars Episodi I/VI,Cartonato,Colori,9788891233516.0,fantascienza,"Un’elegante confezione racchiude i primi sei episodi di Star Wars, la saga che ha cambiato per sempre la storia del cinema e l’immaginario collettivo. Una collezione completa di volumi scritti e disegnati da grandi nomi del fumetto rende questo cofanetto un oggetto unico e collezionabile, oltre che un meraviglioso regalo per i fan della saga.",img_mstwc012isbnc,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mswsp003sp-it-star-wars-preludio-star-wars-speciale-verso-star-wars-g.html,Verso Star Wars: gli ultimi jedi – Capitano Phasma,versostarwarsgliultimijedicapitanophasma,2,mswsp003sp,,3.2,3.04,14/12/2017,14,12,2017,"Marco Checchetto, Kelly Thompson",,48,17x26,Star Wars: Captain Phasma #3-4,Brossurato,Colori,,fantascienza,"Dopo aver scovato un ufficiale del Primo Ordine su un misterioso pianeta, il Capitano Phasma si trova a guidare un nuovo esercito contro una nuova minaccia. La storia di come il più duro ufficiale del Primo Ordine se la sia cavata dopo Il risveglio della Forza e si sia riunita alla sua squadra prima dell’inizio di Star Wars: Gli ultimi Jedi!",img_mswsp003sp,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mstwa065isbn-it-100-cc-star-wars-100-cc-star-wars-kotor-9.html,Star Wars: Knights of the old republic,starwarsknightsoftheoldrepublic,9,mstwa065isbn,,12.0,11.4,14/12/2017,14,12,2017,"John Jackson Miller, Andrea Mutti",,120,17x26,Star Wars: Knights of the Old Republic - War #1/5,Brossurato,Colori,9788891234759.0,fantascienza,"L’incredibile conclusione di una delle più amate saghe di Star Wars! La Repubblica e i Mandaloriani sono in guerra e sebbene il Consiglio Jedi abbia perorato la neutralità, alcuni Cavalieri stanno seguendo Revan in prima linea. Zayne Carrick e i suoi compagni si troveranno coinvolto involontariamente in un conflitto brutale.",img_mstwa065isbn,Guerra
Panini Comics,https://comics.panini.it/store/pub_ita_it/mgtsw007isbn-it-i-grandi-tesori-star-wars-i-grandi-tesori-panini-comics-s.html,Star Wars: Il Risveglio della Forza,starwarsilrisvegliodellaforza,,mgtsw007isbn,,24.0,22.8,07/12/2017,7,12,2017,"J.J. Abrams, Luke Ross, Lawrence Kasdan, Chuck Wendig",,152,25.5x35.5,Star Wars: The Force Awakens #1/6,Cartonato con sovraccoperta,Colori,9788891229168.0,fantascienza,"Trent’anni dopo Il Ritorno dello Jedi, il sinistro Primo Ordine ha preso il posto dell’Impero. Solo la Resistenza del generale Leia Organa si oppone, mentre Luke Skywalker è misteriosamente sparito da tempo e Han Solo è tornato al contrabbando. La missione di cui è stato incaricato Poe Dameron è di trovare Luke. L’adattamento a fumetti del grande ritorno della saga di Star Wars in un volume di grande formato da collezione!",img_mgtsw007isbn,
