publisher,product_url,Title,id_animeclick,N_volume,product_id,n_reprint,price_full,price_actual,release_date,release_date_giorno,release_date_mese,release_date_anno,author,Disegnatore,pages,size,contents,binding,colors,isbn,genere,description,img_file,details_volume
Panini Comics,https://comics.panini.it/store/pub_ita_it/mthlo006isbn-it-thorgal-louve-100-panini-comics-i-mondi-di-thorgal-la-g.html,La Giovinezza di Thorgal,lagiovinezzadithorgal,,mthlo006isbn,,14.0,13.3,24/01/2019,24,1,2019,"Yann, Roman Surzhenko",,96,19.5x26,La Jeunesse de Thorgal #5-6,Brossurato,Colori,9788891243928.0,fantasy,"La saga di Thorgal è un grande classico del fumetto europeo, una lunga epopea fantastica stracolma di personaggi e mondi. Ma chi era il giovane “Figlio delle stelle” prima di divenire un tormentato eroe messo alla prova dagli dei? Rispondono Yann e Roman Surzhenko con le avventure inedite del giovane Thorgal, un tuffo nel passato mai narrato dell’eroe, in attesa delle sue nuove avventure da adulto!",img_mthlo006isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mhead002isbn-it-headlopper-headlopper-volume-1-la-torre-cremisi-libro-is.html,Head Lopper,headlopper,2,mhead002isbn,,25.0,23.75,17/01/2019,17,1,2019,Andrew MacLean,,216,17x26,Headlopper #5/8,Cartonato,Colori,9788891244796.0,fantasy,"Una nuova sfida attende Norgal il Mozza Teste e i suoi compagni di avventura. Chi sopravviverà alle minacce nascoste nella Torre Cremisi e ne diverrà il signore? Chi invece non ne uscirà vivo? Tra magie, combattimenti all’ultimo sangue e tradimenti, un nuovo capitolo della saga fantasy più originale ed entusiasmante degli ultimi tempi. Un fumetto indipendente che è già un classico!",img_mhead002isbn,La Torre Cremisi
Panini Comics,https://comics.panini.it/store/pub_ita_it/melfs006isbn-it-elfs-100-elfi-seconda-serie-n-5.html,Elfi,elfi,6,melfs006isbn,,15.0,14.25,13/12/2018,13,12,2018,"Marc Hadrien, AA.VV.",,112,19.5x26,Elfes #14/15,Brossurato,Colori,9788891243911.0,fantasy,"Due storie complete nell’universo condiviso creato da Jean-Luc Istin! Ne Il giudizio della fossa (disegni di Bojan “Dorian Gray” Vukic), assistiamo alle vicissitudini dell’elfo Urghain, che, da consigliere della città di Trein Er’Madenn, diventa un ricercato. In Nero come il sangue (disegni di Stéphane ""Star Wars Legends"" Créty), ritroviamo invece Gaw’yn e Dyfeline in fuga dalla mezzelfa e dal suo esercito di ghul. La conclusione dell’edizione italiana!",img_melfs006isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/madve015isbn-it-adventure-time-libreria-adventure-time-inedito-n-2.html,Adventure Time Collection,adventuretimecollection,13,madve015isbn,,14.0,13.3,13/12/2018,13,12,2018,"Ian McGinty, Christopher Hastings",,112,17x26,Adventure Time #58/61,Brossurato,Colori,9788891243904.0,fantasy,"Capperetti, avventure inedite a fumetti, con Finn e Jake! Una serie di cattivoni vecchi e nuovi minaccia tutta la Terra, proprio mentre Finn e Jake sono impegnati nella costruzione del loro dungeon per super avventurieri… Viaggi nel tempo, viaggi nello spazio… è l’ora dell’avventura!",img_madve015isbn,Il Sotterraneo!
Panini Comics,https://comics.panini.it/store/pub_ita_it/mharr003isbnr3-it-harry-potter-film-wizardry-harry-potter-la-magia-del-film.html,"Harry Potter: La Magia del Film
Nuova Edizione",harrypotterlamagiadelfilmnuovaedizione,,mharr003isbnr3,,45.0,42.75,29/11/2018,29,11,2018,AA. VV.,,,23.5x28,Cartonato,Colori,,,fantasy,,img_mharr003isbnr3,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mharr023isbn-it-harry-potter-film-wizardry-animali-fantastici-i-crimini.html,Animali Fantastici: I Crimini di Grindelwald – Schermi Incantati,animalifantasticiicriminidigrindelwaldschermiincantati,,mharr023isbn,,25.0,23.75,15/11/2018,15,11,2018,AA. VV.,,96,23x23,Fantastic Beasts: The Crimes of Grindelwald Movie Magic,Cartonato,Colori,9788891242860.0,fantasy,"Il trepidamente atteso sequel di Animali Fantastici e dove trovarli ci riporterà nel Mondo Incantato. Scritto da J.K. Rowling e diretto da David Yates, il film vede come protagonista Newt Scamander, interpretato dal premio Oscar Eddie Redmayne. Questo volume racchiude aneddoti bizzarri ed esclusivi , il dietro le quinte sui personaggi, i luoghi, le fiere e gli artefatti che vedremo al cinema. E come se ciò non bastasse anche tanti inserti, adesivi, mappe e poster!",img_mharr023isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mdudr001isbn-it-dungeons-dragons-dungeons-dragons-vol-1-libro-isbn.html,"Dungeons & Dragons
Leggende di Baldur's Gate",dungeonsdragonsleggendedibaldursgate,,mdudr001isbn,,15.0,14.25,08/11/2018,8,11,2018,"Max Dunbar, Jim Zub",,136,17x26,Legends of Baldur’s Gate #1/5,Cartonato,Colori,9788891242785.0,fantasy,"Appassionati, giocatori di ruolo e fan di Dungeons & Dragons gioite, perché il male è tornato a infestare la città di Baldur's Gate, e sarà la volta di un gruppo di nuovi eroi a doverlo salvare... insieme a una vera leggenda del Faerun, l'amato ranger Minsc con il suo criceto gigante in miniatura, Boo. Con una cover inedita ed esclusiva di David Lopez (Wolverine, Captain Marvel) e un oggetto magico Adventurer's League unico ed esclusivo in omaggio per le vostre campagne casalinghe, l'avventura La Tirannia dei Draghi appena pubblicata in Italia prosegue nei fumetti!",img_mdudr001isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mdudr002isbn-it-dungeons-dragons-dungeons-dragons-vol-2-libro-isbn.html,"Dungeons & Dragons
Le ombre del vampiro",dungeonsdragonsleombredelvampiro,,mdudr002isbn,,15.0,14.25,08/11/2018,8,11,2018,"Nelson Daniel, Jim Zub",,136,17x26,Dungeons & Dragons Shadows of the Vampire #1/5,Cartonato,Colori,9788891242808.0,fantasy,"E l'Avventura non finisce qui! Seguite le gesta di Minsc, Boo e del gruppo di Eroi di Baldur's Gate tra le nebbie di Barovia, in direzione Castel Raveloft! Riusciranno i nostri eroi a sopravvivere alle ombre del vampiro Strahd Von Zarovich? Lo scoprirete solo leggendo il secondo emozionante volume della serie a fumetti scritta da Jim Zub (Avengers: No Surrender) che fa da prologo all'avventura di Dungeons & Dragons 5 edizione Curse of Strahd, di imminente pubblicazione in Italia.",img_mdudr002isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/madve014isbn-it-adventure-time-libreria-adventure-time-inedito-n-1.html,Adventure Time Collection,adventuretimecollection,12,madve014isbn,,9.9,9.41,11/10/2018,11,10,2018,"Ian McGinty, Christopher Hastings",,112,17x26,Adventure Time #55/57,Brossurato,Colori,9788891242716.0,fantasy,"C’è qualcosa che non va… Finn e Jake cavalcano due lumaconi in una Terra di Ooo che somiglia molto al Vecchio West, e una banda di serpenti fuorilegge dà loro molto filo da torcere. I due super avventurieri sono bloccati in un mondo nuovo, diverso, e molto spaventoso!",img_madve014isbn,Bimomondo!
Panini Comics,https://comics.panini.it/store/pub_ita_it/mnoom002isbn-it-nomen-omen-nomen-omen-the-fall-libro-isbn.html,Nomen Omen: The Fall,nomenomenthefall,,mnoom002isbn,,19.0,18.05,04/10/2018,4,10,2018,"Jacopo Camagni, Marco B. Bucci",,272,13.5x21,Nomen Omen: The Fall,Cartonato,Bianco e Nero,9788891241498.0,fantasy,"Un nuovo immancabile tassello della saga cross-mediale che sta rivoluzionando il genere fantasy in Italia! Cosa è accaduto tra la l’ultima pagina del primo volume di Nomen Omen e la prima del secondo? Dodici capitoli, dodici storie che rivelano il destino dei personaggi dell’epopea magica che è già un fenomeno. Un romanzo corale scritto da Marco B. Bucci con le illustrazioni di Jacopo Camagni, creatori della serie.",img_mnoom002isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mnani002isbn-it-nani-100-nani-n-2.html,Nani,nani,2,mnani002isbn,,14.0,13.3,30/08/2018,30,8,2018,"Nicolas Jarry, AA.VV.",,120,19.5x26,Nains 3/4,Brossurato,Colori,9788891241108.0,fantasy,"Secondo volume della saga sword and sorcery prodotta da Éditions Soleil - e legata alle vicende del mondo di Elfi! Incontriamo qui due grandi guerrieri del popolo dei Nani: Aral del tempio e Oösram degli erranti. Riusciranno a unirsi agli Elfi nella grande guerra contro la negromante Lah’saa e il suo esercito di ghul? Testi di Nicolas Jarry, disegni di Jean- Paul Bordier e del cagliaritano Paolo Deplano (The Masters Inquisitors).",img_mnani002isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mrumb001isbnr-it-100-hd-rumble-rumble-ristampa.html,Rumble,rumble,1,mrumb001isbnr,1.0,17.0,16.15,26/07/2018,26,7,2018,"John Arcudi, James Harren",,144,17x26,Rumble #1/5,Cartonato,Colori,9788891240583.0,fantasy,"“Un Conan spaventapasseri combatte in una serie TV di Louis C.K. diretta da David Fincher”.
Una cittadina americana dovrà fare i conti con una spaventosa e bizzarra rivalità che dura da dieci milioni di anni in un fumetto che ridefinisce il fantasy urbano per il nuovo millennio. Dagli assi Arcudi e Harren (B.P.R.D.).",img_mrumb001isbnr,Che colore ha l'oscurità?
Panini Comics,https://comics.panini.it/store/pub_ita_it/mhead001isbn-it-headlopper-headlopper-n-1.html,Head Lopper,headlopper,1,mhead001isbn,,24.0,22.8,26/07/2018,26,7,2018,Andrew MacLean,,256,17x26,Head Lopper (2015) #1/4,Cartonato,Colori,9788891240590.0,fantasy,Norgal il Mozza Teste giunge sull’isola di Barra solo per trovarla infestata da bestie e mostri di ogni tipo al servizio dello Stregone della Palude Nera. Per fortuna che l’eroe può contare su un’arma tanto potente quanto riluttante: la testa mozzata della Strega Blu. Prende così il via un’avvincente saga fantasy scritta e disegnata con un inconfondibile tocco autoriale da Andrew MacLean. Uno dei comics indie più interessanti degli ultimi anni.,img_mhead001isbn,L'isola ovvero una piaga di bestie
Panini Comics,https://comics.panini.it/store/pub_ita_it/madve013isbn-it-adventure-time-libreria-adventure-time-n-11.html,Adventure Time Collection,adventuretimecollection,11,madve013isbn,,9.9,9.41,19/07/2018,19,7,2018,"Ian McGinty, Christopher Hastings",,112,17x26,Adventure Time #50-53,Brossurato,Colori,9788891240576.0,fantasy,"Jake vorrebbe passare un bel fine settimana in panciolle, per una volta, niente avvenuture! Finn non ha nemmeno il tempo per fargli cambiare idea, perché il Governatore di Spettralia ha pensato bene di rilasciare sulla Terra di Ooo i suoi fantasmi per rubare la gioventù agli abitanti del regno!",img_madve013isbn,Fantasmagorico!
Panini Comics,https://comics.panini.it/store/pub_ita_it/mwarh003isbn-it-warhammer-40k-warhammer-dawn-of-war-iii-libro-isbn.html,"Warhammer 40.000 Dawn of War III
Alla ricerca di Gabriel Angleos",warhammer40000dawnofwariiiallaricercadigabrielangleos,,mwarh003isbn,,13.0,12.35,12/07/2018,12,7,2018,"Ryan O'Sullivan, Daniel Indro, AA.VV.",,112,17x26,Warhammer 40K Dawn Of War III: The Hunt For Gabriel Angelos #1/4,Brossurato,Colori,9788891239907.0,fantasy,"Un nuovo capitolo a fumetti dal mondo di Warhammer 40k, questa volta collegato anche al videogioco sviluppato da SEGA e Relic Entertainment. Durante una missione in territorio nemico, Gabriel Angelos, il leader di una squadra di Corvi Sanguinari, è andato disperso. I suoi uomini decidono di andare a cercarlo, perché per sopravvivere, lui ha bisogno di loro tanto quanto loro di lui!!!",img_mwarh003isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/msoka002isbn-it-la-spada-selvaggia-di-solomon-la-spada-selvaggia-di-solomo.html,La Saga di Solomon Kane,lasagadisolomonkane,2,msoka002isbn,,25.0,23.75,28/06/2018,28,6,2018,"Roy Thomas, AA.VV.",,208,20.5x27.5,"Savage Sword of Conan #41-53-54-62-83-162- 171-219-220, Marvel Preview #19, Conan Saga #50",Cartonato,Bianco e Nero,9788891236746.0,fantasy,"Secondo e ultimo volume dedicato alle storie in bianco e nero pubblicate dalla Marvel! Tra le altre avventure qui raccolte, trovate l'incontro tra lo spadaccino puritano e il più celebre personaggio del suo stesso creatore: Conan il Barbaro! Inoltre, l'adattamento di altri racconti e poesie di R.E. Howard, e alcune storie “made in Marvel”!",img_msoka002isbn,1979-1994
Panini Comics,https://comics.panini.it/store/pub_ita_it/msaco019isbn-it-savage-sword-of-conan-la-spada-selvaggia-di-conan-vol-19.html,La Spada Selvaggia di Conan,laspadaselvaggiadiconan,,msaco019isbn,,25.0,23.75,17/05/2018,17,5,2018,"Michael Fleisher, Ernie Chan, AA.VV.",,368,20.5x27.5,The Savage Sword of Conan #108/113,Cartonato,Bianco e nero e colori,9788891235466.0,fantasy,"Avventure non stop con Conan che deve guidare una guerra feudale a Corinthia, fermare un culto malvagio prima che riporti in vita la loro divinità, e affrontare i non-morti delle Highland ghiacciate. E poi ancora Conan contro i cannibali Shemiti, alla ricerca di un’icona religiosa perduta e in lotta per salvare il regno di Turan!",img_msaco019isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/madve012isbn-it-adventure-time-libreria-adventure-time-n-10.html,Adventure Time Collection,adventuretimecollection,10,madve012isbn,,9.9,9.41,17/05/2018,17,5,2018,"Zack Sterling, Christopher Hastings",,112,17x26,Adventure Time #45/49,Brossurato,Colori,9788891239556.0,fantasy,"Finn e Jake ricevono un messaggio dal passato: il papà di Jake ha una missione per i due eroi! Peccato che non ci abbiano capito molto, saranno le grotte sotterranee, sarà l’ologramma di Joshua… l’unica cosa sicura è che ora Finn e Jake hanno una sorella!",img_madve012isbn,"Oh, paccheri!"
Panini Comics,https://comics.panini.it/store/pub_ita_it/melfs005isbn-it-elfs-100-elfi-seconda-serie-n-4.html,Elfi,elfi,5,melfs005isbn,,17.0,16.15,29/03/2018,29,3,2018,"Olivier Peru, Jean-Luc Istin, Gustavo Duarte, AA.VV.",,168,19.5x26,Elfes #11/13,Brossurato,Colori,9788891235411.0,fantasy,"L’Elfa Nera e il suo esercito di non morti continuano a conquistare regni e, soprattutto, a mietere vittime che poi entrano nei loro decerebrati ranghi. Per gli Elfi e i Nani è giunto il momento di riunirsi per un obiettivo comune: la salvezza del loro mondo! Fortunatamente, un aiuto giunge anche dal passato grazie a un quasi mitico… Elfo Bianco!",img_melfs005isbn,Kastennrock
Panini Comics,https://comics.panini.it/store/pub_ita_it/mwarh002isbn-it-warhammer-40k-warhammer-40k-will-of-iron-vol-2-libro-isbn.html,Warhammer 40.000,warhammer40000,2,mwarh002isbn,,13.0,12.35,22/03/2018,22,3,2018,"George Mann, Tazio Bettin",,112,17x26,"Warhammer 40,000 #5/8",Brossurato,Colori,9788891237019.0,fantasy,"Le emozioni e il fascino di Warhammer trasportate in un appassionante fumetto! Dopo Exyrion, l’attenzione dei Dark Angels si sposta sul pianeta Quintus, dove c’è uno dei più grandi segreti dell’universo. Non sono gli unici, però: spinta da una visione, anche l’Inquisitrice Sabbathiel e i suoi uomini stanno per raggiungere questo astro celeste!",img_mwarh002isbn,Rivelazioni
Panini Comics,https://comics.panini.it/store/pub_ita_it/madve011isbn-it-adventure-time-libreria-adventure-time-n-9.html,Adventure Time Collection,adventuretimecollection,9,madve011isbn,,9.9,9.41,22/03/2018,22,3,2018,"Zack Sterling, Christopher Hastings",,112,17x26,Adventure Time #40/44,Brossurato,Colori,9788891237163.0,fantasy,"Finn e Jake agenti segreti! I due super amici hanno combinato un guaio, eliminando una delle spie di Maggiormenta, e dovranno mettere a posto le cose… Il Re di Ooo ha un piano diabolico e si fa aiutare da un sacco di strani orsi, riusciranno Finn e Jake a fermare questo losco figuro?",img_madve011isbn,Ganzissimo!
Panini Comics,https://comics.panini.it/store/pub_ita_it/mconn033isbn-it-nuovo-conan-100-panini-comics-conan-n-30-the-avenger-4.html,Conan,conan,30,mconn033isbn,,14.0,13.3,15/03/2018,15,3,2018,"Fred Van Lente, Brian Ching",,144,17x26,Conan the Avenger #20/25,Brossurato,Colori,,fantasy,"Il volume conclusivo della maxiserie Conan the Avenger scritta da Fred Van Lente (Marvel Zombies, Amazing Spider-Man)! La vendetta di una strega malvagia contro la sorella porta a uno degli eventi più famosi nella storia del Cimmero: la crocefissione di Conan! Un grande classico di R.E. Howard adattato per i disegni di Brian “Star Wars” Ching!",img_mconn033isbn,Nascerà una strega
Panini Comics,https://comics.panini.it/store/pub_ita_it/mconn032isbn-it-nuovo-conan-100-conan-n-29-conan-red-sonja-il-sangue-di.html,Conan,conan,29,mconn032isbn,,12.0,11.4,21/12/2017,21,12,2017,"Victor Gischler, Roberto Castro",,96,17x26,Red Sonja/Conan #1/4,Brossurato,Colori,9788891234780.0,fantasy,"Sonja la Rossa e il Barbaro di nuovo insieme! Con spade affilate e un esercito al loro servizio, fanno guerra a un malvagio alchimista convinti che sarà facile preda per i due miti dell’Era Hyboriana. Ma si sbagliano di grosso! Un’avventura completa scritta dal romanziere Victor Gischler (Highway to Hell, Deadpool) e disegnata da Roberto Castro (Spider-Man VS Vampires).",img_mconn032isbn,Conan/Red Sonja – Il sangue di un dio
Panini Comics,https://comics.panini.it/store/pub_ita_it/mcocr001isbn-it-cronache-di-conan-le-cronache-di-conan-vol-1-libro-isbn.html,Le Cronache di Conan il Barbaro,lecronachediconanilbarbaro,1,mcocr001isbn,,27.0,25.65,07/12/2017,7,12,2017,"Roy Thomas, John Buscema, Howard Chaykin, Tony DeZuniga, AA.VV.",,264,17x26,"Conan the Barbarian #82/86, #88/91, #93/97",Cartonato,Colori,9788891229960.0,fantasy,"A grande richiesta, riprende la riedizione rimasterizzata di Conan the Barbarian con le classiche storie firmate Thomas/Buscema nel 1978/79! Nel ciclo di Amra il Leone, Conan vive avvincenti avventure a fianco della piratessa Bêlit che lo conducono nei luoghi più selvaggi dell’era Hyboriana!",img_mcocr001isbn,La lunga notte di zanna e artiglio
Panini Comics,https://comics.panini.it/store/pub_ita_it/mklau001isbn-it-klaus-klaus-vol-1-libro-isbn.html,Klaus,klaus,,mklau001isbn,,19.0,18.05,23/11/2017,23,11,2017,"Grant Morrison, Dan Mora",,208,17x26,Klaus #1/7,Cartonato,Colori,9788891229199.0,fantasy,"Da un passato fantastico, arrivano le origini di Babbo Natale! Dallo stellare team di Grant Morrison e Dan Mora una storia che, in maniera moderna, racconta la lotta dell’empatia contro la grettezza. Inoltre la risposta a un quesito che ci tormenta da anni: cosa fa Santa Claus negli altri 364 giorni dell’anno?",img_mklau001isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/msaco018isbn-it-savage-sword-of-conan-savage-sword-of-conan-n-18.html,La Spada Selvaggia di Conan,laspadaselvaggiadiconan,,msaco018isbn,,25.0,23.75,16/11/2017,16,11,2017,"Pablo Marcos, Michael Fleisher, Val Mayerik, AA.VV.",,320,20.5x27.5,The Savage Sword of Conan #102/107,Cartonato,Bianco e nero e colori,9788891230010.0,fantasy,"Un’avventura nel deserto contro le mostruose creature di un’Alta Sacerdotessa Zuagiri, una caccia mortale nel Vendhya e un viaggio in un’altra dimensione per incontrare il suo gemello, il Re Conan! E poi ancora pirati Barachani e il fronte contro gli ostili Zingariani: sono queste alcune delle avventure che coinvolgeranno Conan il barbaro in questa rigorosa ristampa cronologica!",img_msaco018isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mirka002isbn-it-contronatura-contronatura-n-2.html,Contronatura,contronatura,2,mirka002isbn,,14.0,13.3,09/11/2017,9,11,2017,Mirka Andolfo,,96,17x26,Cartonato,Colori,,,fantasy,,img_mirka002isbn,La Caccia
Panini Comics,https://comics.panini.it/store/pub_ita_it/mseet001isbn-it-seven-to-eternity-100-panini-comics-hd-seven-to-eternity.html,Seven to Eternity,seventoeternity,1,mseet001isbn,,14.0,13.3,09/11/2017,9,11,2017,"Rick Remender, Jerome Opeña",,128,17x26,Seven To Eternity #1/4,Cartonato,Colori,9788891233448.0,fantasy,"Le spie del Dio dei Sussurri si celano in ogni angolo del regno di Zhal spargendo la paura. Adam Osidis, un cavaliere morente di una casata caduta in disgrazia dovrà scegliere se unirsi a un gruppo di maghi senza speranza nella loro disperata lotta per liberare il mondo dal dio malvagio o abbandonarsi all’oblio. Dal team artistico del capolavoro L’Incredibile X-Force, un fantasy moderno che non lascia scampo!",img_mseet001isbn,Il dio dei sussurri
Panini Comics,https://comics.panini.it/store/pub_ita_it/mirka002isbnv-it-contronatura-contronatura-volume-2-variant.html,Contronatura,contronatura,2,mirka002isbnv,,16.0,15.2,09/11/2017,9,11,2017,Mirka Andolfo,,96,17x26,Cartonato,Colori,,,fantasy,,img_mirka002isbnv,La Caccia – Variant Tanino Liberatore
Panini Comics,https://comics.panini.it/store/pub_ita_it/mpant046-it-panini-time-panini-time-n-46.html,Adventure Time,adventuretime,46,mpant046,,2.9,2.76,09/11/2017,9,11,2017,"Ian McGinty, Christopher Hastings, AA.VV.",,48,17x26,"Adventure Time #57, Adventure Time Comics #4",Spillato,Colori,,fantasy,"La conclusione dell’avventura più folle di sempre per Finn e Jake! Il mondo è cambiato, tra cowboy e super eroi i due avventurieri devono salvare tutta la Terra di Ooo. In più, nuovissime storielle brevi e divertenti con Marceline e altri cari amici!",img_mpant046,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mnani001isbn-it-nani-100-nani-n-1.html,Nani,nani,1,mnani001isbn,,14.0,13.3,20/10/2017,20,10,2017,"Nicolas Jarry, Stéphane Créty",,128,19.5x26,Nains #1-2,Brossurato,Colori,9788891227133.0,fantasy,"Dagli autori di Elfi, una nuova saga fantasy ambientata nell’universo immaginato da J.L. Istin! In questo primo volume, conosciamo Redwin dell’ordine della Fucina e Ordo dell’ordine del Taglione, due nani che resteranno invischiati loro malgrado in avventure appassionanti ai confini del loro mondo.",img_mnani001isbn,Redwin e Ordo
Panini Comics,https://comics.panini.it/store/pub_ita_it/mmilw011isbn-it-millarworld-millarworld-collection-reborn-libro-isbn.html,Reborn,reborn,,mmilw011isbn,,17.0,16.15,19/10/2017,19,10,2017,"Mark Millar, Jonathan Glapion, Greg Capullo",,176,17x26,Reborn #1/6,Cartonato,Colori,9788891232687.0,fantasy,"Arriva Reborn, la serie dei “fan favourite” Millar e Capullo, uno dei successi della scorsa stagione. Dove si va quando si muore? Non ci sono paradiso o inferno… ma solo un altro posto. Un posto dove si deve combattere per sopravvivere. Un posto in cui ti aspettano le persone del tuo passato… e non solo quelle buone.",img_mmilw011isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/madve010isbn-it-adventure-time-libreria-adventure-time-libreria-n-10.html,Adventure Time Collection,adventuretimecollection,8,madve010isbn,,9.9,9.41,19/10/2017,19,10,2017,"Ryan North, Christopher Hastings, AA.VV.",,112,17x26,Adventure Time #35/39,Brossurato,Colori,9788891233356.0,fantasy,"Cosa succede quando tutti, nella Terra di Ooo, si dimenticano come si fa a cucinare? È un vero disastro, e qualcuno deve agire prima che Finn e Jake non abbiano più l’energia per sconfiggere i vari cattivoni sempre pronti ad attaccare. Solo il subconscio del giallo cane magico può risolvere la situazione!",img_madve010isbn,
Panini Comics,https://comics.panini.it/store/pub_ita_it/msoka001isbn-it-la-spada-selvaggia-di-solomon-la-spada-selvaggia-di-solomo.html,La Saga di Solomon Kane,lasagadisolomonkane,1,msoka001isbn,,25.0,23.75,19/10/2017,19,10,2017,"Roy Thomas, Neal Adams, Mike Zeck, Howard Chaykin, AA.VV.",,208,20.5x27.5,"Kull and the Barbarians 2/3, Monsters Unleashed 1, Dracula Lives! 3, Savage Sword of Conan 13/14, 18/20, 22, 25/26, 33/34, 37, 39",Cartonato,Bianco e Nero,9788891229151.0,fantasy,"Nell’originale, e spettacolare bianco e nero, la prima raccolta delle Marvel avventure anni 70 dello spadaccino puritano di R.E. Howard! Direttamente da Savage Sword of Conan, una compilation di storie in gran parte inedite in Italia, disegnate da alcuni dei più bei nomi del comicdom, tra cui Neal Adams (Green Lantern/Green Arrow) e Mike Zeck (L’ultima caccia di Kraven).",img_msoka001isbn,1973-1979
Panini Comics,https://comics.panini.it/store/pub_ita_it/mrumb002isbn-it-100-hd-rumble-100-hd-rumble-n-2.html,Rumble,rumble,2,mrumb002isbn,,16.0,15.2,19/10/2017,19,10,2017,"John Arcudi, James Harren",,152,17x26,Rumble # 6/10,Cartonato,Colori,9788891228437.0,fantasy,"Rathraq, il dio guerriero spaventapasseri, combatte ancora, perché il suo cuore torni nel corpo immortale. È una lotta per ristabilire l’equilibrio fra il bene e il male, come quella di eoni fa. Solo che stavolta le strade e i magazzini del nostro mondo sono molto più insidiosi... Dagli assi Arcudi e Harren (B.P.R.D.).",img_mrumb002isbn,Un dolore che è follia
Panini Comics,https://comics.panini.it/store/pub_ita_it/mconn031isbn-it-nuovo-conan-100-conan-n-28-lupi-oltre-il-confine.html,Conan,conan,28,mconn031isbn,,12.0,11.4,14/09/2017,14,9,2017,"Tim Truman, Tomàs Giorello",,96,17x26,King Conan: Wolves Beyond the Border 1/4,Brossurato,Colori,9788891232700.0,fantasy,"L'ultimo racconto di Re Conan firmato dal team artistico Tim Truman/Tomas Giorello, autore di gemme come Il Conquistatore e La fenice sulla lama. Da una storia incompiuta di R.E. Howard, la battaglia tra gli eserciti dell'anziano re Conan e di re Numedides spinge i Pitti ad approfittare dell'occasione spingendo il Barbaro a tornare in azione!",img_mconn031isbn,Lupi Oltre il Confine
Panini Comics,https://comics.panini.it/store/pub_ita_it/mpant045-it-panini-time-panini-time-n-45.html,Adventure Time,adventuretime,45,mpant045,,2.9,2.76,07/09/2017,7,9,2017,"Ian McGinty, Christopher Hastings, AA.VV.",,48,17x26,"Adventure Time #56, Adventure Time Comics #3",Spillato,Colori,,fantasy,"La realtà è cambiata, tutto è strano, molto strano, più strano del solito. Finn e Jake devono uscire da questo incubo e per farlo devono trovare BiMo! In più piccole folli storie brevi con Marceline, la Principessa Gommarosa e Cannello!",img_mpant045,
Panini Comics,https://comics.panini.it/store/pub_ita_it/mdrui004isbn-it-druides-100-druides-n-4.html,Druidi,druidi,4,mdrui004isbn,,15.0,14.25,07/09/2017,7,9,2017,"Jean-Luc Istin, Jacques Lamontagne",,144,19.5x26,Les Druides #7/9,Brossurato,Colori,,fantasy,"Riprende l’acclamata serie fantasy ambientata nella Britannia del V secolo d.C. dove la Chiesa si oppone agli ultimi esponenti dell’antico culto celtico dei Druidi. Nuove indagini attendono i nostri eroi Gwenc’hlan e Taran a partire da quella sulla misteriosa sparizione della famiglia del druido Corann, che non pare un caso isolato nella sua regione…",img_mdrui004isbn,Il segreto dell'ordine
Panini Comics,https://comics.panini.it/store/pub_ita_it/mherc003isbn-it-hercule-hercule-n-3.html,Hercule,hercule,3,mherc003isbn,,13.9,13.21,24/08/2017,24,8,2017,"Jean-David Morvan, Looky, Olivier Thill",,48,23.5x31,Hercule #3,Cartonato,Colori,9788891228536.0,fantasy,Un nuovo volume della spettacolare saga fantamitologica ideata dall’autore di Sillage e Zaya. Il mezzodio conosciuto come Hercule continua la sua ricerca della redenzione al servizio di Hera in un universo in perenne guerra. Stavolta dovrà cercare il colpevole di una serie di omicidi dallo stesso modus operandi commessi quasi simultaneamente nella galassia…,img_mherc003isbn,La barriera di Èrimanthe
Panini Comics,https://comics.panini.it/store/pub_ita_it/mharr015isbn-it-harry-potter-film-wizardry-harry-potter-dark-arts-scrapb.html,J.K. Rowling Wizarding World – Le Arti Oscure,jkrowlingwizardingworldleartioscure,,mharr015isbn,,25.0,23.75,24/08/2017,24,8,2017,AA. VV.,,46,23x23,Harry Potter: Scrapbook: Dark Arts,Cartonato,Colori,9788891227515.0,fantasy,"Siete pronti a un viaggio nel lato più oscuro e segreto del magico mondo di J.K. Rowling? Da Colui che non deve essere nominato agli Horcrux, dalle creature più spietate agli artefatti maledetti, Le Arti Oscure vi farà conoscere gli aspetti più “dark” della saga di Harry Potter e di Animali Fantastici. Completano l’opera i personaggi più malvagi e le creature più spietate. Un libro da non perdere, non fate i babbani!",img_mharr015isbn,
